Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,28,Personal Travel,Eco,675,4,1,4,4,5,4,5,5,4,4,4,1,3,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,29,Business travel,Eco,235,3,3,3,4,2,3,2,2,3,3,4,3,4,2,7,30.0,neutral or dissatisfied
Female,Loyal Customer,24,Personal Travel,Eco,622,2,5,2,2,4,2,4,4,4,4,4,4,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,2139,3,5,4,5,4,2,3,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,65,Personal Travel,Eco Plus,1014,3,2,3,4,3,2,3,5,5,3,3,2,5,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,1416,1,1,1,1,3,5,5,4,4,4,4,5,4,3,0,1.0,satisfied
Male,Loyal Customer,33,Business travel,Eco,508,4,5,5,5,5,5,5,5,4,2,2,2,5,5,0,0.0,satisfied
Female,Loyal Customer,28,Personal Travel,Eco,331,4,2,1,2,2,1,2,2,3,3,3,2,3,2,15,38.0,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,1670,2,1,2,3,3,2,3,3,1,2,2,1,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,1713,1,1,1,1,5,5,5,5,2,5,5,5,5,5,4,8.0,satisfied
Male,Loyal Customer,53,Business travel,Eco,335,2,5,5,5,2,2,2,2,4,2,4,2,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,11,Personal Travel,Eco,746,1,5,1,3,5,1,5,5,4,4,1,2,5,5,38,68.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,361,4,4,4,4,4,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
Female,Loyal Customer,61,Personal Travel,Eco,362,2,3,2,4,2,4,4,5,5,2,5,4,5,1,0,3.0,neutral or dissatisfied
Female,Loyal Customer,26,Business travel,Business,2275,3,3,3,3,4,4,4,4,4,4,5,5,5,4,33,17.0,satisfied
Female,Loyal Customer,42,Business travel,Eco,1121,5,2,1,2,1,4,2,5,5,5,5,4,5,5,58,46.0,satisfied
Female,Loyal Customer,39,Personal Travel,Eco,386,3,2,3,3,3,3,3,3,1,2,4,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,34,Personal Travel,Eco,283,4,5,4,2,4,4,4,4,5,4,5,3,4,4,20,16.0,satisfied
Female,disloyal Customer,20,Business travel,Eco,965,1,0,0,2,2,0,2,2,4,4,5,5,4,2,35,34.0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,853,3,1,3,4,2,3,3,2,4,2,4,4,3,2,44,44.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,2007,2,4,2,1,2,2,2,3,4,4,5,2,4,2,172,143.0,neutral or dissatisfied
Male,Loyal Customer,27,Business travel,Eco Plus,599,1,4,4,4,1,1,1,1,2,4,3,2,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,562,1,1,3,1,4,5,4,4,4,4,4,5,4,5,2,0.0,satisfied
Female,Loyal Customer,20,Personal Travel,Eco,1085,1,4,1,1,4,1,4,4,5,4,5,4,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,896,1,1,1,1,5,5,5,5,2,1,1,4,2,5,100,93.0,satisfied
Female,Loyal Customer,23,Business travel,Business,721,1,1,1,1,3,5,3,3,5,1,4,3,3,3,45,39.0,satisfied
Male,Loyal Customer,37,Business travel,Business,2490,3,3,3,3,2,5,5,5,5,5,5,5,5,4,0,25.0,satisfied
Female,Loyal Customer,41,Business travel,Business,1620,4,4,4,4,3,2,5,3,3,4,3,3,3,4,6,5.0,satisfied
Female,Loyal Customer,45,Personal Travel,Eco,145,3,4,3,4,5,2,5,5,5,3,4,1,5,2,12,23.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,3197,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,8.0,satisfied
Male,Loyal Customer,45,Personal Travel,Eco,270,1,1,1,3,3,1,3,3,3,5,2,1,2,3,1,0.0,neutral or dissatisfied
Male,disloyal Customer,41,Business travel,Business,1400,3,3,3,3,3,3,3,3,3,4,5,3,5,3,276,265.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,3587,2,2,2,2,2,5,4,5,5,5,5,4,5,4,7,1.0,satisfied
Female,Loyal Customer,23,Business travel,Eco Plus,978,5,1,1,1,5,5,4,5,1,3,1,3,4,5,0,0.0,satisfied
Male,Loyal Customer,44,Personal Travel,Eco,308,3,4,3,4,2,3,2,2,1,5,3,1,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Eco Plus,460,3,3,3,3,3,3,3,3,2,2,4,1,4,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,30,Business travel,Eco,612,3,4,3,4,2,3,5,2,2,5,4,2,4,2,67,64.0,neutral or dissatisfied
Female,disloyal Customer,42,Business travel,Eco,151,1,4,0,3,4,0,4,4,4,4,3,4,4,4,19,17.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Business,678,3,4,3,3,1,3,1,1,3,4,5,4,5,1,2,0.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,657,5,5,5,3,3,5,3,3,4,3,4,3,4,3,40,32.0,satisfied
Female,disloyal Customer,28,Business travel,Business,1514,4,3,3,1,4,3,4,4,4,2,4,5,5,4,0,0.0,satisfied
Male,Loyal Customer,29,Business travel,Business,399,5,5,5,5,4,4,4,4,5,2,4,5,4,4,0,0.0,satisfied
Female,Loyal Customer,37,Business travel,Business,212,0,3,0,2,3,4,2,1,1,1,1,5,1,2,0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Business,759,5,5,2,5,2,4,4,5,5,5,5,4,5,3,28,32.0,satisfied
Female,disloyal Customer,26,Business travel,Business,577,2,4,2,3,5,2,4,5,5,3,4,5,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,1012,5,5,5,5,5,5,5,5,5,5,5,4,5,3,29,23.0,satisfied
Female,Loyal Customer,43,Business travel,Business,1870,0,0,0,4,3,4,4,3,3,3,3,5,3,5,0,0.0,satisfied
Male,Loyal Customer,60,Business travel,Business,1066,3,2,2,2,4,3,3,3,3,3,3,3,3,3,5,10.0,neutral or dissatisfied
Male,Loyal Customer,57,Business travel,Business,769,5,5,3,5,5,4,5,4,4,4,4,5,4,5,0,3.0,satisfied
Male,Loyal Customer,38,Personal Travel,Eco,634,1,5,1,4,4,1,4,4,3,5,5,4,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,1643,5,2,5,5,3,2,5,5,5,5,3,5,5,3,38,56.0,satisfied
Female,Loyal Customer,49,Business travel,Business,2909,3,5,4,5,2,2,3,3,3,3,3,4,3,3,0,2.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,516,1,1,1,1,2,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
Male,Loyal Customer,17,Personal Travel,Eco,252,3,4,3,4,3,3,3,3,2,3,3,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Personal Travel,Eco Plus,283,2,4,2,4,4,4,3,1,1,2,1,2,1,2,48,48.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,3114,1,1,1,1,4,5,4,3,3,4,5,4,3,5,0,0.0,satisfied
Male,Loyal Customer,19,Personal Travel,Eco,2556,1,3,2,4,1,2,1,1,3,5,3,1,4,1,3,5.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,337,2,2,2,2,4,4,4,4,4,4,4,3,4,3,25,33.0,satisfied
Male,Loyal Customer,65,Personal Travel,Eco,581,1,5,1,2,5,1,5,5,4,4,2,1,5,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,29,Business travel,Business,2552,5,5,5,2,2,5,2,2,5,4,3,5,4,2,0,0.0,satisfied
Female,Loyal Customer,38,Business travel,Eco,169,5,2,2,2,5,5,5,5,2,4,1,5,2,5,0,0.0,satisfied
Female,Loyal Customer,45,Personal Travel,Eco,989,2,2,2,4,4,4,4,2,2,2,5,1,2,4,0,6.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,874,3,3,3,3,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
Male,Loyal Customer,52,Personal Travel,Eco,639,4,4,4,3,2,4,2,2,4,4,4,5,5,2,8,36.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Eco,254,2,2,2,3,4,2,4,4,4,5,4,3,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Eco,209,1,1,1,1,2,3,2,1,1,1,1,3,1,3,62,60.0,neutral or dissatisfied
Female,Loyal Customer,28,Business travel,Business,486,3,3,3,3,5,5,5,5,4,2,4,5,5,5,0,0.0,satisfied
Female,Loyal Customer,49,Business travel,Eco,472,2,1,1,1,3,4,4,2,2,2,2,1,2,4,28,48.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Eco,762,1,5,1,4,4,1,4,4,3,3,4,4,4,4,102,112.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,2363,1,1,4,1,3,5,5,4,4,4,4,3,4,3,43,39.0,satisfied
Female,Loyal Customer,13,Personal Travel,Eco,867,3,3,3,1,4,3,4,4,5,1,4,1,5,4,77,70.0,neutral or dissatisfied
Male,Loyal Customer,22,Personal Travel,Eco,861,4,4,4,4,3,4,3,3,4,3,5,5,4,3,27,37.0,satisfied
Male,Loyal Customer,40,Personal Travel,Eco,1390,1,2,1,4,3,1,3,3,2,2,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,480,3,3,3,3,4,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
Female,disloyal Customer,39,Business travel,Business,308,3,3,3,4,4,3,4,4,4,3,4,2,3,4,2,2.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,2340,5,5,3,5,3,4,5,3,3,3,3,5,3,5,15,21.0,satisfied
Male,Loyal Customer,33,Business travel,Business,551,2,4,5,4,2,2,2,2,1,4,3,3,3,2,19,21.0,neutral or dissatisfied
Male,Loyal Customer,18,Business travel,Business,2153,3,4,3,3,3,3,3,3,2,4,3,3,4,3,30,9.0,neutral or dissatisfied
Female,Loyal Customer,49,Personal Travel,Eco,419,4,1,4,4,3,3,4,3,3,4,3,4,3,1,5,0.0,neutral or dissatisfied
Female,Loyal Customer,20,Personal Travel,Eco,301,2,5,2,2,2,2,2,2,4,5,4,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,2724,4,4,5,4,1,2,2,2,2,2,2,3,2,2,0,0.0,satisfied
Male,Loyal Customer,34,Personal Travel,Eco,2454,4,2,4,3,4,1,1,4,5,3,3,1,1,1,0,5.0,neutral or dissatisfied
Female,Loyal Customer,25,Personal Travel,Eco,1496,2,5,2,2,4,2,4,4,3,5,3,1,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,20,Business travel,Business,1985,4,2,2,2,4,4,4,4,2,5,3,1,3,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Eco Plus,674,3,5,4,2,4,4,4,4,3,3,1,3,1,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,2085,2,2,2,2,5,4,4,5,5,5,4,5,5,1,63,65.0,satisfied
Female,Loyal Customer,59,Business travel,Business,3635,3,3,5,3,3,4,4,5,5,5,4,4,5,4,4,0.0,satisfied
Male,Loyal Customer,37,Personal Travel,Eco,1154,2,4,2,4,4,2,4,4,2,2,2,1,4,4,20,41.0,neutral or dissatisfied
Male,disloyal Customer,17,Business travel,Eco,809,4,4,4,1,5,4,5,5,2,4,1,4,1,5,6,12.0,neutral or dissatisfied
Male,disloyal Customer,44,Business travel,Eco,628,3,1,3,3,5,3,3,5,1,4,2,4,2,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,1464,1,1,1,1,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
Female,Loyal Customer,52,Business travel,Business,2978,4,5,5,5,3,4,4,2,2,2,4,2,2,3,12,11.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,448,3,1,1,1,3,3,3,1,2,4,4,3,2,3,147,150.0,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco,287,3,2,3,3,1,3,5,1,3,3,4,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,7,Personal Travel,Eco Plus,86,1,5,1,2,4,1,4,4,4,3,4,4,4,4,4,25.0,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco Plus,646,2,4,2,4,2,2,2,2,5,1,3,3,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Business,3267,3,1,1,1,3,3,3,3,3,2,2,1,3,3,30,32.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,2239,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,9,Personal Travel,Eco,2446,4,4,4,4,3,4,3,3,1,5,2,2,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,11,Personal Travel,Eco,109,1,3,1,1,1,1,1,1,2,5,3,4,4,1,47,32.0,neutral or dissatisfied
Female,Loyal Customer,29,Personal Travel,Eco,1846,3,4,3,4,4,3,4,4,3,2,4,1,4,4,0,7.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,1814,4,4,4,4,2,5,4,4,4,4,4,4,4,3,8,16.0,satisfied
Male,Loyal Customer,55,Personal Travel,Eco,925,2,4,2,3,2,2,2,2,5,3,4,5,4,2,10,13.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Eco,372,4,1,3,3,5,3,5,5,4,3,4,1,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,47,Personal Travel,Eco,1074,2,4,2,3,3,2,3,3,4,2,4,5,5,3,3,30.0,neutral or dissatisfied
Female,Loyal Customer,53,Business travel,Business,3414,3,3,3,3,5,5,5,3,5,4,5,5,3,5,5,0.0,satisfied
Female,Loyal Customer,49,Business travel,Eco,590,4,1,1,1,2,4,3,4,4,4,4,2,4,1,35,52.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,135,3,3,3,3,5,4,5,4,4,4,5,4,4,3,4,0.0,satisfied
Male,Loyal Customer,13,Personal Travel,Eco Plus,978,2,4,2,3,2,2,1,2,4,3,4,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,3311,3,3,2,3,4,4,5,4,4,4,4,3,4,4,1,3.0,satisfied
Male,Loyal Customer,70,Personal Travel,Eco,255,3,2,3,3,5,3,5,5,3,3,2,4,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Business,3322,4,4,4,4,3,5,5,3,3,4,3,3,3,5,25,42.0,satisfied
Male,Loyal Customer,11,Personal Travel,Eco Plus,337,1,4,1,1,5,1,5,5,3,5,4,5,4,5,23,23.0,neutral or dissatisfied
Female,Loyal Customer,69,Business travel,Business,494,1,4,4,4,1,3,3,1,1,1,1,4,1,3,64,70.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Business,407,5,0,5,2,5,5,5,5,4,4,4,3,4,5,22,14.0,satisfied
Male,Loyal Customer,52,Personal Travel,Eco,2402,2,4,2,3,4,2,2,4,2,3,1,5,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Personal Travel,Eco,907,1,4,1,3,4,5,5,4,4,1,4,5,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,1452,5,5,5,5,2,4,5,4,4,4,4,4,4,4,14,8.0,satisfied
Male,Loyal Customer,8,Personal Travel,Eco,2402,1,4,1,2,1,1,1,1,5,4,3,3,5,1,18,0.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,3774,4,4,4,4,3,1,5,4,4,4,4,1,4,1,31,15.0,satisfied
Female,Loyal Customer,39,Business travel,Business,1892,5,5,5,5,3,3,4,5,5,5,5,3,5,4,1,0.0,satisfied
Female,Loyal Customer,53,Business travel,Business,563,5,5,5,5,4,5,4,4,4,4,4,5,4,5,42,45.0,satisfied
Male,Loyal Customer,29,Business travel,Business,3187,1,1,5,1,5,5,5,5,2,1,5,2,3,5,0,0.0,satisfied
Male,Loyal Customer,29,Personal Travel,Eco,919,2,5,2,5,4,2,4,4,4,4,5,4,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,325,4,4,4,4,3,4,5,4,4,4,4,3,4,5,39,37.0,satisfied
Female,Loyal Customer,7,Personal Travel,Eco,583,2,1,2,2,3,2,3,3,4,5,3,4,2,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco,611,1,3,1,3,2,1,2,2,3,1,3,2,3,2,10,30.0,neutral or dissatisfied
Female,Loyal Customer,22,Personal Travel,Eco,337,3,5,3,4,3,3,3,3,5,4,5,5,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,2906,5,5,5,5,3,3,3,3,2,1,3,2,4,3,20,19.0,satisfied
Female,disloyal Customer,35,Business travel,Business,772,1,1,1,4,1,1,1,1,3,5,5,4,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,7,Personal Travel,Eco,1130,2,5,2,4,5,2,5,5,3,2,3,3,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,550,5,4,5,2,4,5,4,4,3,5,5,5,5,4,0,0.0,satisfied
Female,Loyal Customer,45,Business travel,Business,2182,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,6.0,satisfied
Female,Loyal Customer,38,Business travel,Business,501,4,4,4,4,5,5,4,4,4,4,4,3,4,2,0,0.0,satisfied
Male,Loyal Customer,35,Business travel,Business,3102,1,1,1,1,2,4,4,1,1,1,1,2,1,3,20,15.0,neutral or dissatisfied
Female,disloyal Customer,29,Business travel,Eco,874,4,4,4,4,4,4,4,4,1,4,4,2,3,4,54,47.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Eco,691,3,4,4,3,4,4,4,4,3,3,4,4,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,319,2,2,2,2,5,5,5,4,4,4,4,4,4,3,1,0.0,satisfied
Female,Loyal Customer,32,Business travel,Business,281,2,4,4,4,2,2,2,2,3,4,3,3,3,2,8,3.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Eco,352,2,0,2,2,2,2,2,2,4,2,5,4,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,47,Personal Travel,Eco,548,2,0,2,2,3,2,3,3,2,2,5,4,1,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,1096,4,4,4,4,3,4,5,2,2,2,2,4,2,5,0,0.0,satisfied
Male,Loyal Customer,52,Personal Travel,Eco,1079,1,4,1,5,1,1,1,1,3,2,5,3,4,1,27,10.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,735,1,1,1,1,3,5,4,2,2,3,2,5,2,3,0,0.0,satisfied
Female,disloyal Customer,47,Business travel,Eco,391,1,0,1,4,3,1,3,3,1,1,1,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Eco,888,3,3,3,3,3,3,3,3,2,1,4,2,3,3,13,0.0,neutral or dissatisfied
Male,Loyal Customer,51,Personal Travel,Eco,1009,5,3,4,1,4,4,4,4,5,2,5,4,4,4,0,0.0,satisfied
Female,Loyal Customer,25,Business travel,Business,2130,5,5,5,5,4,3,3,5,3,5,5,3,4,3,150,120.0,satisfied
Female,Loyal Customer,43,Business travel,Business,2133,5,2,5,5,3,4,5,3,3,3,3,5,3,4,0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Business,548,3,1,1,1,5,3,4,3,3,3,3,3,3,2,0,3.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,337,0,0,0,2,2,4,4,2,2,2,2,4,2,3,0,0.0,satisfied
Female,disloyal Customer,22,Business travel,Business,110,4,5,4,4,3,4,3,3,4,4,5,3,5,3,3,18.0,satisfied
Female,Loyal Customer,18,Personal Travel,Eco,1050,3,5,4,1,3,4,3,3,5,3,4,4,5,3,0,36.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,3442,4,4,4,4,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
Female,Loyal Customer,41,Personal Travel,Business,236,2,5,2,3,2,4,3,4,4,2,4,1,4,2,8,0.0,neutral or dissatisfied
Male,Loyal Customer,36,Personal Travel,Business,954,4,5,4,4,3,5,5,2,2,4,3,5,2,5,0,5.0,satisfied
Male,Loyal Customer,35,Personal Travel,Eco Plus,912,2,5,2,1,5,2,5,5,5,5,4,4,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,1713,3,3,3,3,2,5,4,5,5,5,5,5,5,4,32,43.0,satisfied
Male,Loyal Customer,51,Business travel,Business,3033,5,5,5,5,2,3,4,4,4,4,3,1,4,4,0,0.0,satisfied
Male,Loyal Customer,46,Business travel,Business,2747,1,1,1,1,5,5,2,4,4,4,4,5,4,3,28,27.0,satisfied
Male,Loyal Customer,37,Business travel,Business,3424,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,7.0,satisfied
Female,Loyal Customer,12,Personal Travel,Eco Plus,296,4,3,4,3,1,4,5,1,2,2,4,3,4,1,0,7.0,neutral or dissatisfied
Female,Loyal Customer,78,Business travel,Business,2383,1,3,3,3,1,2,2,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Eco,402,2,4,4,4,1,2,1,1,2,1,4,4,4,1,5,10.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,489,1,2,1,4,2,1,2,2,2,1,3,3,3,2,0,9.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,3682,4,2,4,4,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
Female,Loyal Customer,35,Personal Travel,Eco,946,1,5,0,2,5,0,5,5,2,4,4,1,1,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,28,Business travel,Business,432,1,1,1,4,3,1,3,3,5,5,4,3,5,3,6,39.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Eco,351,5,1,1,1,3,3,4,5,5,5,5,1,5,5,0,0.0,satisfied
Female,Loyal Customer,30,Business travel,Business,1069,4,4,4,4,5,5,5,5,5,2,4,2,4,5,8,7.0,satisfied
Female,Loyal Customer,25,Business travel,Business,2260,4,4,4,4,4,4,4,4,2,4,4,4,4,4,0,1.0,neutral or dissatisfied
Male,disloyal Customer,39,Business travel,Eco,671,4,4,4,4,1,4,1,1,2,1,4,1,5,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,22,Personal Travel,Eco,191,3,4,3,1,5,3,1,5,4,2,4,4,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Personal Travel,Eco,1145,1,5,1,3,4,1,4,4,3,3,5,3,4,4,2,0.0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Business,2008,3,3,3,3,4,4,4,4,5,3,5,3,5,4,0,0.0,satisfied
Male,Loyal Customer,18,Personal Travel,Eco,395,1,5,1,1,4,1,4,4,3,2,5,5,4,4,9,2.0,neutral or dissatisfied
Female,Loyal Customer,18,Personal Travel,Eco,1892,5,1,5,2,2,5,5,2,3,3,1,1,3,2,0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Business,2227,1,1,1,1,3,3,4,5,5,5,5,3,5,4,0,0.0,satisfied
Female,Loyal Customer,34,Personal Travel,Eco Plus,222,4,2,0,3,2,0,2,2,1,5,4,4,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Personal Travel,Eco,964,2,4,2,3,4,2,3,4,3,2,4,5,4,4,113,112.0,neutral or dissatisfied
Male,Loyal Customer,66,Business travel,Business,458,1,1,1,1,3,3,3,1,1,1,1,4,1,2,32,60.0,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,834,1,5,1,3,3,1,3,3,2,5,5,4,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,34,Business travel,Eco,946,4,3,3,3,4,4,4,4,4,5,3,2,4,4,12,0.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Eco,842,3,3,3,1,1,3,1,1,3,1,1,1,1,1,0,7.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,134,0,3,0,1,1,2,2,4,4,2,2,1,4,3,0,0.0,satisfied
Female,disloyal Customer,23,Business travel,Eco,216,1,0,1,3,1,1,1,1,1,2,2,4,3,1,0,2.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Eco,761,3,3,3,4,3,3,3,3,2,5,3,2,3,3,12,57.0,neutral or dissatisfied
Female,Loyal Customer,11,Personal Travel,Business,416,3,5,5,2,5,5,5,5,2,2,4,1,5,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,58,Business travel,Business,425,2,2,2,2,1,2,1,1,3,5,5,4,5,1,7,4.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,406,2,2,2,2,3,5,5,4,4,4,4,5,4,4,44,50.0,satisfied
Female,disloyal Customer,44,Business travel,Eco,272,1,1,1,3,3,1,3,3,1,2,3,3,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Eco,558,4,4,4,4,4,4,4,4,1,1,3,5,1,4,0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Eco,1189,2,2,2,2,1,2,1,1,3,4,2,2,2,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,29,Business travel,Business,2311,1,1,1,2,5,1,5,5,5,4,5,5,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Eco Plus,452,1,4,4,4,4,3,3,1,1,1,1,1,1,3,12,19.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,3982,1,1,1,1,5,5,5,5,1,1,2,2,3,5,0,0.0,satisfied
Male,Loyal Customer,11,Personal Travel,Eco,337,4,5,2,5,2,2,2,2,3,4,4,5,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,3899,0,0,0,1,3,4,5,2,2,2,2,4,2,3,0,0.0,satisfied
Male,Loyal Customer,43,Personal Travel,Eco Plus,1476,5,4,5,2,2,5,2,2,3,3,3,5,5,2,0,0.0,satisfied
Female,Loyal Customer,50,Business travel,Business,1609,2,3,3,3,3,2,3,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,2957,3,3,3,3,2,5,4,3,3,4,3,5,3,5,0,0.0,satisfied
Female,Loyal Customer,59,Business travel,Eco,261,5,1,3,1,2,4,1,5,5,5,5,5,5,4,0,0.0,satisfied
Male,disloyal Customer,23,Business travel,Eco,187,1,0,1,4,2,1,2,2,3,5,5,5,4,2,17,69.0,neutral or dissatisfied
Male,Loyal Customer,49,Personal Travel,Eco,558,3,4,2,3,5,2,5,5,4,4,4,3,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,2671,2,2,2,2,3,5,4,4,4,5,4,3,4,3,0,0.0,satisfied
